Name	Название	X	Y	Глубина, м	Т пласта, С	T max, С	С орг, %	P пласта, Мпа
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	500	25,6			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	1000	35,3			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	1830	50,2			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	2000	53,2			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	3000	70,2			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	4000	86,6			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	5000	102,6			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	5450	109,7			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	6000	121,7			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	7000	143,5			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	8000	165,5			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	8950	186,6			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	9000	187,2			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	10000	205,0			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	11000	222,5			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	12000	239,8			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	13000	257,0			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	14000	273,9			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	15000	290,7			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	16000	307,3			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	17000	323,8			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	18000	340,1			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	19000	356,3			
KARABAGLY	Карабаглы	9330633.79930289	4402685.24740584	19300	361,2			
Karabagly 35	Карабаглы 35	9330633.79930289	4402685.24740584	2856			0,10	
Karabagly 35	Карабаглы 35	9330633.79930289	4402685.24740584	3051			0,10	
Karabagly 35	Карабаглы 35 	9330633.79930289	4402685.24740584	3505			0,14	
Karabagly 35	Карабаглы 35	9330633.79930289	4402685.24740584	3690			0,18	
Karabagly 35	Карабаглы 35	9330633.79930289	4402685.24740584	4070			0,13	
Karabagly 35	Карабаглы 35	9330633.79930289	4402685.24740584	4261			0,13	
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	225	24,7			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	500	32,7			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	1000	44,6			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	2000	64,3			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	2100	66,1			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	3000	88,0			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	4000	111,2			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	5000	133,3			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	6000	154,6			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	7000	175,3			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	7550	186,4			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	8000	195,9			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	9000	214,6			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	10000	232,9			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	11000	250,7			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	12000	268,1			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	13000	285,3			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	14000	302,1			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	15000	318,7			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	16000	335,0			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	17000	351,1			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	18000	367,0			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	19000	382,7			
KARACHUKHUR	Карачухур	9417582.47440287	4467039.67193368	19250	386,6			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	500	32,4			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	1000	43,3			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	2000	61,0			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	3000	76,0			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	3450	82,3			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	4000	94,7			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	5000	117,1			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	6000	139,2			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	7000	161,2			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	8000	179,7			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	9000	198,1			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	10000	216,1			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	11000	233,8			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	12000	251,2			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	13000	268,3			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	14000	285,2			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	15000	301,9			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	16000	318,4			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	17000	334,8			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	18000	350,9			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	19000	366,9			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	20000	382,8			
KARADAG 	Карадаг	9346562.64506795	4440047.70723504	20750	394,6			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	500	31,9			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	1000	40,8			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	1800	52,5			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	2000	55,1			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	3000	67,4			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	3750	75,8			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	4000	78,7			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	5000	89,7			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	6000	106,2			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	7000	122,3			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	8000	138,3			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	9000	154,0			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	10000	169,6			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	11000	185,1			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	12000	200,4			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	13000	215,7			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	14000	230,8			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	15000	245,9			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	16000	260,8			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	17000	275,7			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	18000	290,5			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	19000	305,3			
KARADASHLY	Карадашлы	9342690.92521139	4459013.28074157	19400	311,2			
Kelani 1	Келани-1	9320338.66252757	4478807.43682438	1006		0,32	1,26	
Kelani 1	Келани-1	9320338.66252757	4478807.43682438	1503		0,28	0,86	
Kelani 1	Келани-1	9320338.66252757	4478807.43682438	1700		0,44	0,80	
Kelani 1	Келани-1	9320338.66252757	4478807.43682438	1948		0,44	1,11	
Kelani 1	Келани-1	9320338.66252757	4478807.43682438	2006		0,41	1,10	
Kelani 1	Келани-1	9320338.66252757	4478807.43682438	2054		0,19	1,11	
Kelani 1	Келани-1	9320338.66252757	4478807.43682438	2411		0,55	1,66	
Kelani 1	Келани-1	9320338.66252757	4478807.43682438	2527		0,23	0,77	
Kergez-263	Кергез-263	9383064.88692907	4466497.99889489	1759				17,5
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	500	32,2			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	1000	43,5			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	2000	62,0			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	3000	85,9			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	4000	108,6			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	5000	130,2			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	6000	151,0			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	7000	170,9			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	8000	189,8			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	9000	208,3			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	10000	226,4			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	11000	244,0			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	12000	261,4			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	13000	278,4			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	14000	295,2			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	15000	311,7			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	16000	328,0			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	17000	344,0			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	18000	359,9			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	19000	375,6			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	20000	391,1			
KERGEZ-GYZILTEPE	Кергез-Гызылтепе	9383064.88692907	4466497.99889489	20600	400,3			
Khara-Zira 35	Хара-Зира-35	9384242.82122408	4430797.89454781	3746				45,53
Khara-Zira 41	Хара-Зира-41	9384242.82122408	4430797.89454781	3711				52
Khara-Zira 6	Хара-Зира-6	9384242.82122408	4430797.89454781	3647				52,54
Khara-Zira 8	Хара-Зира-8	9384242.82122408	4430797.89454781	3878				54,78
Khara-Zira-35	Хара-Зира-35	9384242.82122408	4430797.89454781	3337				55
Khara-Zira-504	Хара-Зира-504	9384242.82122408	4430797.89454781	4900				53
Khara-Zira-506	Хара-Зира-506	9384242.82122408	4430797.89454781	4110				50
Khara-Zira-525	Хара-Зира-525	9384242.82122408	4430797.89454781	5072				67
Khara-Zira-537	Хара-Зира-537	9384242.82122408	4430797.89454781	5033				58,2
Khara-Zira-542	Хара-Зира-542	9384242.82122408	4430797.89454781	5236				62,9
Khara-Zira-542	Хара-Зира-542	9384242.82122408	4430797.89454781	5289				56
Khara-Zira-553	Хара-Зира-553	9384242.82122408	4430797.89454781	5762				60
Khara-Zira-554	Хара-Зира-554	9384242.82122408	4430797.89454781	5850				70
Khara-Zira-5800	Хара-Зира-5800	9384242.82122408	4430797.89454781	3650				53
Khara-Zira-5800	Хара-Зира-5800	9384242.82122408	4430797.89454781	3850				51
Khara-Zira-5800	Хара-Зира-5800	9384242.82122408	4430797.89454781	4000				52
Khara-Zira-5800	Хара-Зира-5800	9384242.82122408	4430797.89454781	4200				48
Khara-Zira-5800	Хара-Зира-5800	9384242.82122408	4430797.89454781	4500				46,9
Khara-Zira-63	Хара-Зира-63	9384242.82122408	4430797.89454781	4800				50
Khara-Zira-65	Хара-Зира-65	9384242.82122408	4430797.89454781	4850				50
Khazri 4	Хазри-4	9449773.39458632	4502891.97306432	4004		0,62	1,56	
Khazri 4	Хазри-4	9449773.39458632	4502891.97306432	4111		0,62	1,65	
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	500	25,7			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	1000	35,4			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	1760	49,2			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	2000	53,4			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	3000	70,4			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	4000	86,8			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	5000	102,8			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	5400	109,1			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	6000	122,2			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	7000	144,1			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	8000	166,3			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	8200	170,7			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	9000	185,1			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	10000	202,9			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	11000	220,4			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	12000	237,7			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	13000	254,9			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	14000	271,8			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	15000	288,7			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	16000	305,3			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	17000	321,9			
KIZYLAGACH	Кызылагач	9327080.17902452	4331593.56847523	17700	333,4			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	500	38,8			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	1000	51,3			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	1375	59,3			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	2000	71,2			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	3000	87,9			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	3985	102,7			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	4000	102,8			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	5000	113,8			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	5200	115,9			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	6000	129,6			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	7000	146,6			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	8000	163,1			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	9000	179,2			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	10000	194,9			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	11000	210,3			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	12000	225,4			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	13000	240,3			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	14000	254,9			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	15000	269,3			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	16000	283,6			
KORPEDZHE	Корпедже	9680731.51163871	4376202.06724897	16800	294,8			
KUMDAG	Кумдаг	9788684.94795404	4368351.58324979	500	33,7			
KUMDAG		9788684.94795404	4368351.58324979	1000	45,9			
KUMDAG		9788684.94795404	4368351.58324979	1350	53,6			
KUMDAG		9788684.94795404	4368351.58324979	2000	66,8			
KUMDAG		9788684.94795404	4368351.58324979	2450	75,3			
KUMDAG		9788684.94795404	4368351.58324979	2600	78,1			
KUMDAG		9788684.94795404	4368351.58324979	3000	85,4			
KUMDAG		9788684.94795404	4368351.58324979	4000	102,7			
KUMDAG		9788684.94795404	4368351.58324979	5000	119,0			
KUMDAG		9788684.94795404	4368351.58324979	6000	134,6			
KUMDAG		9788684.94795404	4368351.58324979	7000	149,7			
KUMDAG		9788684.94795404	4368351.58324979	8000	164,3			
KUMDAG		9788684.94795404	4368351.58324979	9000	178,5			
KUMDAG		9788684.94795404	4368351.58324979	10000	192,4			
KUMDAG		9788684.94795404	4368351.58324979	11000	206,0			
KUMDAG		9788684.94795404	4368351.58324979	12000	219,3			
KUMDAG		9788684.94795404	4368351.58324979	13000	232,3			
KUMDAG		9788684.94795404	4368351.58324979	14000	245,2			
KUMDAG		9788684.94795404	4368351.58324979	15000	257,8			
KUMDAG		9788684.94795404	4368351.58324979	16000	270,3			
KUMDAG		9788684.94795404	4368351.58324979	17000	282,6			
Kurovdag-101	Куровдаг-101	9325085.96870576	4423535.79884098	1993				26,14
Kurovdag-102	Куровдаг-102	9325085.96870576	4423535.79884098	1853,5				25,93
Kurovdag-103	Куровдаг-103	9325085.96870576	4423535.79884098	1873				26,3
Kurovdag-104	Куровдаг-104	9325085.96870576	4423535.79884098	2212				29,34
Kurovdag-17	Куровдаг-17	9325085.96870576	4423535.79884098	2090,5				27,1
Kurovdag-18	Куровдаг-18	9325085.96870576	4423535.79884098	3270				35,65
Kurovdag-196	Куровдаг-196	9325085.96870576	4423535.79884098	2885				32,91
Kurovdag-2	Куровдаг-2	9325085.96870576	4423535.79884098	1679				24,63
Kurovdag-20	Куровдаг-20	9325085.96870576	4423535.79884098	2286				28,64
Kurovdag-210	Куровдаг-210	9325085.96870576	4423535.79884098	2073,5				27,12
Kurovdag-223	Куровдаг-223	9325085.96870576	4423535.79884098	2626				31,06
Kurovdag-23	Куровдаг-23	9325085.96870576	4423535.79884098	2630				31,09
Kurovdag-236	Куровдаг-236	9325085.96870576	4423535.79884098	2637				31,14
Kurovdag-236	Куровдаг-236	9325085.96870576	4423535.79884098	2811				32,38
Kurovdag-243	Куровдаг-243	9325085.96870576	4423535.79884098	2479				24,79
Kurovdag-267	Куровдаг-267	9325085.96870576	4423535.79884098	1999,5				26,6
Kurovdag-274	Куровдаг-274	9325085.96870576	4423535.79884098	2911				33,09
Kurovdag-286	Куровдаг-286	9325085.96870576	4423535.79884098	3338,5				40,5
Kurovdag-303	Куровдаг-303	9325085.96870576	4423535.79884098	2638				26,36
Kurovdag-314	Куровдаг-314	9325085.96870576	4423535.79884098	3029				38,94
Kurovdag-315	Куровдаг-315	9325085.96870576	4423535.79884098	2877				32,82
Kurovdag-323	Куровдаг-323	9325085.96870576	4423535.79884098	3285,5				32,2
Kurovdag-324	Куровдаг-324	9325085.96870576	4423535.79884098	3374				35,15
Kurovdag-325	Куровдаг-325	9325085.96870576	4423535.79884098	1529				16,37
Kurovdag-333	Куровдаг-333	9325085.96870576	4423535.79884098	3348				36,8
Kurovdag-342	Куровдаг-342	9325085.96870576	4423535.79884098	810				7,08
Kurovdag-416	Куровдаг-416	9325085.96870576	4423535.79884098	1976				26,43
Kurovdag-42	Куровдаг-42	9325085.96870576	4423535.79884098	1182,5				20,52
Kurovdag-49	Куровдаг-49	9325085.96870576	4423535.79884098	3109,5				34,4
Kurovdag-515	Куровдаг-515	9325085.96870576	4423535.79884098	3128				34,64
Kurovdag-520	Куровдаг-520	9325085.96870576	4423535.79884098	1747				24,8
Kurovdag-583	Куровдаг-583	9325085.96870576	4423535.79884098	2166				27,79
Kurovdag-59	Куровдаг-59	9325085.96870576	4423535.79884098	2559				25,62
Kurovdag-600	Куровдаг-600	9325085.96870576	4423535.79884098	602				6,44
Kurovdag-614	Куровдаг-614	9325085.96870576	4423535.79884098	388				4,18
Kurovdag-615	Куровдаг-615	9325085.96870576	4423535.79884098	373				3,55
Kurovdag-620	Куровдаг-620	9325085.96870576	4423535.79884098	384				5,91
Kurovdag-654	Куровдаг-654	9325085.96870576	4423535.79884098	1094				10,65
Kurovdag-659	Куровдаг-659	9325085.96870576	4423535.79884098	1018				10,24
Kurovdag-696	Куровдаг-696	9325085.96870576	4423535.79884098	1547				15,45
Kurovdag-7	Куровдаг-7	9325085.96870576	4423535.79884098	1583				23
Kurovdag-704	Куровдаг-704	9325085.96870576	4423535.79884098	2799,5				32,3
Kurovdag-720	Куровдаг-720	9325085.96870576	4423535.79884098	2922,5				33,18
Kurovdag-83	Куровдаг-83	9325085.96870576	4423535.79884098	3293				35,82
Kurovdag-889	Куровдаг-889	9325085.96870576	4423535.79884098	2769	66,0			66
Kurovdag-958	Куровдаг-958	9325085.96870576	4423535.79884098	843	32,0			32
Kursanga- 21	Курсанга-21	9342334.44706775	4410523.10033719	3397				47,9
Kursanga- 22	Курсанга-22	9342334.44706775	4410523.10033719	2657				29,9
Kursanga- 28	Курсанга-28	9342334.44706775	4410523.10033719	3208				74,4
Kursanga- 35	Курсанга-35	9342334.44706775	4410523.10033719	2730				32,7
Kursanga- 36	Курсанга-36	9342334.44706775	4410523.10033719	3242				71,1
Kursanga- 37	Курсанга-37	9342334.44706775	4410523.10033719	2839				36,67
Kursanga- 39	Курсанга-39	9342334.44706775	4410523.10033719	3368				51,3
Kursanga- 40	Курсанга-40	9342334.44706775	4410523.10033719	3473				50,17
Kursanga- 44	Курсанга-44	9342334.44706775	4410523.10033719	3222				40,56
Kursanga- 47	Курсанга-47	9342334.44706775	4410523.10033719	3117				37,93
Kursanga-103	Курсанга-103	9342334.44706775	4410523.10033719	3094				45,1
Kursanga-104	Курсанга-104	9342334.44706775	4410523.10033719	2740				34,56
Kursanga-108	Курсанга-108	9342334.44706775	4410523.10033719	3207				72,78
Kursanga-110	Курсанга-110	9342334.44706775	4410523.10033719	3413				57,3
Kursanga-112	Курсанга-112	9342334.44706775	4410523.10033719	3416				46,21
Kursanga-113	Курсанга-113	9342334.44706775	4410523.10033719	3346				59,1
Kursanga-114	Курсанга-114	9342334.44706775	4410523.10033719	3073				41,93
Kursanga-115	Курсанга-115	9342334.44706775	4410523.10033719	3335				52,27
Kursanga-116	Курсанга-116	9342334.44706775	4410523.10033719	2787				33,26
Kursanga-116	Курсанга-116	9342334.44706775	4410523.10033719	3110				42,18
Kursanga-118	Курсанга-118	9342334.44706775	4410523.10033719	3563				55,04
Kursanga-119	Курсанга-119	9342334.44706775	4410523.10033719	3465				62,1
Kursanga-120	Курсанга-120	9342334.44706775	4410523.10033719	3215				42,95
Kursanga-120	Курсанга-120	9342334.44706775	4410523.10033719	3528				55,79
Kursanga-163	Курсанга-163	9342334.44706775	4410523.10033719	3054				41,27
Kursanga-163	Курсанга-163	9342334.44706775	4410523.10033719	3189				48,57
Kursanga-163	Курсанга-163	9342334.44706775	4410523.10033719	3483				56,32
Kursanga-27	Курсанга-27	9342334.44706775	4410523.10033719	2803				38,06
Kursanga-313	Курсанга-313	9342334.44706775	4410523.10033719	3465				54,38
Kursanga-320	Курсанга-320	9342334.44706775	4410523.10033719	3388				59,56
Kursanga-36	Курсанга-36	9342334.44706775	4410523.10033719	3060				55,53
Kursanga-42	Курсанга-42	9342334.44706775	4410523.10033719	3285				40,5
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	500	35,5			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	1000	52,0			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	1600	68,1			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	2000	77,6			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	3000	98,8			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	4000	117,5			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	4940	133,6			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	5000	134,4			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	6000	150,7			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	7000	166,0			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	7900	179,2			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	8000	182,0			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	9000	199,2			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	10000	215,9			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	11000	232,3			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	12000	248,3			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	13000	264,0			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	14000	279,5			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	15000	294,7			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	16000	309,6			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	17000	324,3			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	18000	338,8			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	19000	353,2			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	20000	367,3			
KYAPAZ	Кяпаз	9439886.34150753	4374330.67206496	20400	373,0			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	500	24,7			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	1000	33,9			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	2000	51,6			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	2080	53,0			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	3000	68,7			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	4000	85,4			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	5000	101,9			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	5600	111,6			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	6000	120,3			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	7000	141,9			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	8000	163,8			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	9000	185,8			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	9900	205,8			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	10000	207,1			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	11000	224,7			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	12000	242,1			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	13000	259,2			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	14000	276,2			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	15000	293,0			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	16000	309,6			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	17000	326,1			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	18000	342,4			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	19000	358,6			
KYUROVDAG	Кюровдаг	9325085.96870576	4423535.79884098	19400	365,0			
KYZYLKUM	Кызылкум	9758158.36232777	4378395.21912735	500	30,0			
KYZYLKUM	Кызылкум	9758158.36232777	4378395.21912735	1000	41,3			
